year,January,February,March,April,May,June,July,August,September,October,November,December
2014,5.84,37.61,15.19,2.48,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,0.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,11.11,7.68,1.42,0.0,0.0,0.0,0.0,12.25,2.24,0.0,0.0
2017,4.32,18.76,12.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8.5,13.27,0.0,0.0,0.0,0.0,0.0,8.07,11.85,0.0,0.0,0.0
2019,6.19,5.86,12.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,27.42,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0
2021,0.0,3.37,0.0,4.84,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,3.3,0.0,13.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1.32,0.0,0.0,0.55,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0
2024,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
