metric,district_value,national_avg,difference
pm2.5_ug_m3,16.32024116844697,16.509129603420604,-0.1888884349736344
frp_total,2.070227272727273,120.27140909090907,-118.2011818181818
tc_loss_ha,296.90909090909093,473.34545454545446,-176.43636363636352
vim,0.7258598485075758,0.6777352525257576,0.048124595981818175
asthma_live_discharges,8129.909090909091,5901.8436363636365,2228.0654545454545
