year,pm2.5_ug_m3,frp_total,vim,tc_loss_ha,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3,so2_ug_m3
2014,16.079876347166667,5.36,0.730625,400.0,10612.0,2392.0,6.95049865125,2.1508051280833334
2015,13.363699922416666,0.49416666666666664,0.7399444444166666,163.0,11080.0,2049.0,7.503605629666667,2.02094142175
2016,17.295633948333332,2.891666666666667,0.73103472225,410.0,9177.0,2.0,8.423354657500001,2.2422319149166667
2017,17.780158715,3.0025,0.7250416666666667,355.0,9075.0,2193.0,5.268492849333334,2.1637718505000003
2018,18.277923151666666,3.4741666666666666,0.7266041667500001,354.0,8.0,1.0,5.870450896916666,2.4350338890833334
2019,14.991947825583333,2.0833333333333335,0.72478472225,450.0,8388.0,2002.0,5.598025041083333,2.0255808465833334
2020,15.743916455833334,2.4108333333333336,0.73153472225,262.0,5043.0,1.0,5.593546027833334,2.145754367
2021,16.115394525833334,0.8033333333333333,0.7292361111666666,285.0,3772.0,1087.0,5.429446466333334,2.1417927014166667
2022,18.397162385,1.3966666666666667,0.7093611111666668,241.0,10367.0,2343.0,5.479471373833333,2.37135910075
2023,14.428164714416667,0.36833333333333335,0.7319027777499999,159.0,11078.0,2487.0,5.63953843325,2.0577234404166664
2024,17.04877486166667,0.4875,0.7043888889166666,187.0,10829.0,2299.0,5.655139657,2.2211402766666666
