year,January,February,March,April,May,June,July,August,September,October,November,December
2014,0.76875,0.74025,0.74375,0.715,0.72475,0.6925,0.7005,0.70975,0.702,0.759,0.7345,0.77675
2015,0.77875,0.751,0.73475,0.746333333,0.72775,0.71375,0.66825,0.70825,0.72475,0.766,0.76875,0.791
2016,0.77625,0.757,0.72275,0.737,0.744,0.7355,0.7415,0.643,0.6815,0.7475,0.717666667,0.76875
2017,0.777,0.743,0.728,0.735,0.71475,0.70625,0.67875,0.6685,0.718,0.701,0.758,0.77225
2018,0.754,0.7435,0.738,0.746666667,0.718666667,0.7155,0.66525,0.6775,0.75175,0.774666667,0.76175,0.672
2019,0.76075,0.73575,0.7345,0.714666667,0.72,0.7105,0.7035,0.6795,0.682,0.738,0.7515,0.76675
2020,0.771,0.74475,0.72175,0.72175,0.706,0.7305,0.722,0.7155,0.69475,0.75225,0.729666667,0.7685
2021,0.809,0.75075,0.74075,0.713666667,0.755,0.72525,0.68825,0.64925,0.69125,0.736666667,0.71475,0.77625
2022,0.764,0.72775,0.70375,0.738666667,0.672,0.71,0.719666667,0.651,0.66175,0.657,0.74025,0.7665
2023,0.73675,0.73025,0.7205,0.741,0.7555,0.7355,0.682,0.701333333,0.74325,0.767,0.7645,0.70525
2024,0.7785,0.765,0.72025,0.7195,0.402,0.6475,0.748666667,0.68525,0.7095,0.722,0.78,0.7745
