district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Kalutara,Western,132,2014-2024,7009.090909090909,1556.0,17.545454545454547,36.72727272727273,16.11090909090909,247.45818181818183
