year,January,February,March,April,May,June,July,August,September,October,November,December
2014,9325.0,9325.0,9325.0,9325.0,9325.0,9325.0,9325.0,9325.0,9325.0,9325.0,9325.0,9325.0
2015,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0
2016,8795.0,8795.0,8795.0,8795.0,8795.0,8795.0,8795.0,8795.0,8795.0,8795.0,8795.0,8795.0
2017,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0
2018,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2019,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0
2020,4696.0,4696.0,4696.0,4696.0,4696.0,4696.0,4696.0,4696.0,4696.0,4696.0,4696.0,4696.0
2021,2486.0,2486.0,2486.0,2486.0,2486.0,2486.0,2486.0,2486.0,2486.0,2486.0,2486.0,2486.0
2022,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0
2023,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0
2024,8405.0,8405.0,8405.0,8405.0,8405.0,8405.0,8405.0,8405.0,8405.0,8405.0,8405.0,8405.0
