year,pm2.5_ug_m3,frp_total,vim,tc_loss_ha,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3,so2_ug_m3
2014,13.422748573749999,60.903333333333336,0.7300208333333332,202.0,11425.0,6006.0,9.314881213249999,1.8680366914166668
2015,11.068633399416667,11.411666666666667,0.7538194444999999,96.0,10741.0,5976.0,10.225129668166666,1.9248546328333334
2016,14.16773823,75.93916666666667,0.7348541666666667,255.0,9956.0,5.0,10.050655965166667,1.8877429462500002
2017,14.384570541666667,23.781666666666666,0.7384166666666667,170.0,9417.0,6382.0,11.397716849083332,2.03487390625
2018,15.125145365,25.890833333333333,0.7420138889166666,129.0,9800.0,6486.0,12.069445602083334,1.9127127058333333
2019,13.050891559916666,66.92666666666666,0.74315972225,123.0,9851.0,6401.0,12.489170583000002,1.8711701746666665
2020,12.229584876916666,60.62416666666667,0.7478958333333333,195.0,6095.0,3692.0,12.22303005125,1.9654516486666667
2021,12.991999340416667,38.475833333333334,0.7502013889166667,169.0,3291.0,2252.0,12.487901119999998,1.9424043395833335
2022,15.0301758275,41.987500000000004,0.73515972225,148.0,7340.0,4326.0,12.388088384083332,2.0621585665
2023,11.912701484333333,40.458333333333336,0.7391180555833333,269.0,8385.0,5824.0,12.536000378166667,1.9524559055833333
2024,13.684402950249998,38.958333333333336,0.7479027777499999,188.0,9666.0,5885.0,12.66585524925,1.9452674085833335
