district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Kandy,Central,132,2014-2024,193461.0,13.369872013560606,44.123409090909085,0.742051136378788,176.72727272727272,8724.272727272728,4839.545454545455
