year,January,February,March,April,May,June,July,August,September,October,November,December
2014,2730.0,2730.0,2730.0,2730.0,2730.0,2730.0,2730.0,2730.0,2730.0,2730.0,2730.0,2730.0
2015,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0
2016,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2017,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0
2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2019,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0
2020,1738.0,1738.0,1738.0,1738.0,1738.0,1738.0,1738.0,1738.0,1738.0,1738.0,1738.0,1738.0
2021,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0
2022,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0
2023,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0
2024,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0
