month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
February,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
March,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
April,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
May,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
June,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
July,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
August,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
September,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
October,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
November,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
December,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.18636363636364
