district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Nuwara Eliya,Central,132,2014-2024,3010.818181818182,1919.4545454545455,13.090909090909092,55.0,27.673636363636366,411.1863636363637
