metric,district_value,national_avg,difference
pm2.5_ug_m3,15.688301138386365,16.509129603420604,-0.8208284650342392
frp_total,3.5815909090909095,120.27140909090907,-116.68981818181817
tc_loss_ha,212.0909090909091,473.34545454545446,-261.25454545454534
vim,0.7520845959696969,0.6777352525257576,0.07434934344393929
asthma_live_discharges,5086.545454545455,5901.8436363636365,-815.2981818181815
