district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Matara,Southern,132,2014-2024,130120.0,15.688301138386365,3.5815909090909095,0.7520845959696969,212.0909090909091,5086.545454545455,783.8181818181819
