year,January,February,March,April,May,June,July,August,September,October,November,December
2014,0.0,14.18,27.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,40.16,27.26,0.0,0.0,0.0,0.0,0.0,5.81,9.75,10.56,0.0
2017,0.0,0.0,6.46,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,0.0,13.89,3.12,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,0.0
2019,2.7,48.56,10.92,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,10.27,2.21,103.93,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,17.06,14.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,0.0,0.0,0.0,0.0
2024,0.0,3.62,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
