year,pm2.5_ug_m3,frp_total,vim,tc_loss_ha,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3,so2_ug_m3
2014,14.315462885416666,12.645000000000001,0.7729236111666666,891.0,6300.0,1665.0,10.939843497666667,2.8669254875833334
2015,11.960552410583333,0.8383333333333334,0.7809305555833334,474.0,6272.0,2269.0,12.124687365833333,2.8824482137499996
2016,15.040017865833333,7.853333333333333,0.7680486110833332,1128.0,5926.0,2085.0,11.579847727999999,2.8594293414166665
2017,15.497797600833332,5.534166666666667,0.7673125000000001,1425.0,5612.0,2157.0,13.008836635,2.96291129425
2018,16.16689672833333,4.048333333333334,0.7683749999999999,830.0,5454.0,2.0,13.977977491666666,2.98463401225
2019,13.8706918045,4.593333333333333,0.7681944444166667,832.0,5713.0,3027.0,14.303713314249999,2.85475414125
2020,13.250922786666665,13.395000000000001,0.7631805555833333,738.0,3073.0,1482.0,13.949989994,2.9973336144166667
2021,13.818637574999999,1.4891666666666667,0.7738402777500001,752.0,1733.0,651.0,14.052432266000002,2.88683725575
2022,15.937478498333334,5.685,0.7583194445,421.0,3855.0,1150.0,13.766292567916667,3.010153494666667
2023,12.570080794916665,3.6391666666666667,0.76084027775,446.0,4472.0,1629.0,14.430766130499999,2.848761088416667
2024,14.735042926666665,1.2091666666666667,0.7796249999999999,484.0,5147.0,1599.0,14.5355120725,2.972891960583333
