year,January,February,March,April,May,June,July,August,September,October,November,December
2014,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0
2015,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0
2016,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
2017,1446.0,1446.0,1446.0,1446.0,1446.0,1446.0,1446.0,1446.0,1446.0,1446.0,1446.0,1446.0
2018,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0
2019,1387.0,1387.0,1387.0,1387.0,1387.0,1387.0,1387.0,1387.0,1387.0,1387.0,1387.0,1387.0
2020,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0
2021,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0
2022,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0
2023,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0
2024,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0
