district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Monaragala,Uva,132,2014-2024,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
