month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
February,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
March,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
April,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
May,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
June,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
July,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
August,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
September,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
October,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
November,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
December,5417.545454545455,1090.4545454545455,9.0,40.36363636363637,0.19090909090909092,4.242727272727273
