district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Colombo,Western,132,2014-2024,11119.545454545454,3371.4545454545455,65.9090909090909,125.0,0.5827272727272726,3.797272727272728
