year,January,February,March,April,May,June,July,August,September,October,November,December
2014,12389.0,12389.0,12389.0,12389.0,12389.0,12389.0,12389.0,12389.0,12389.0,12389.0,12389.0,12389.0
2015,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0
2016,10895.0,10895.0,10895.0,10895.0,10895.0,10895.0,10895.0,10895.0,10895.0,10895.0,10895.0,10895.0
2017,13573.0,13573.0,13573.0,13573.0,13573.0,13573.0,13573.0,13573.0,13573.0,13573.0,13573.0,13573.0
2018,14058.0,14058.0,14058.0,14058.0,14058.0,14058.0,14058.0,14058.0,14058.0,14058.0,14058.0,14058.0
2019,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0
2020,6433.0,6433.0,6433.0,6433.0,6433.0,6433.0,6433.0,6433.0,6433.0,6433.0,6433.0,6433.0
2021,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0
2022,13870.0,13870.0,13870.0,13870.0,13870.0,13870.0,13870.0,13870.0,13870.0,13870.0,13870.0,13870.0
2023,12572.0,12572.0,12572.0,12572.0,12572.0,12572.0,12572.0,12572.0,12572.0,12572.0,12572.0,12572.0
2024,9917.0,9917.0,9917.0,9917.0,9917.0,9917.0,9917.0,9917.0,9917.0,9917.0,9917.0,9917.0
