district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Batticaloa,Eastern,132,2014-2024,4056.3636363636365,708.0909090909091,2.909090909090909,12.272727272727273,4.608181818181819,2.0236363636363635
