year,January,February,March,April,May,June,July,August,September,October,November,December
2014,6148.0,6148.0,6148.0,6148.0,6148.0,6148.0,6148.0,6148.0,6148.0,6148.0,6148.0,6148.0
2015,4656.0,4656.0,4656.0,4656.0,4656.0,4656.0,4656.0,4656.0,4656.0,4656.0,4656.0,4656.0
2016,4761.0,4761.0,4761.0,4761.0,4761.0,4761.0,4761.0,4761.0,4761.0,4761.0,4761.0,4761.0
2017,4994.0,4994.0,4994.0,4994.0,4994.0,4994.0,4994.0,4994.0,4994.0,4994.0,4994.0,4994.0
2018,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2019,5817.0,5817.0,5817.0,5817.0,5817.0,5817.0,5817.0,5817.0,5817.0,5817.0,5817.0,5817.0
2020,3428.0,3428.0,3428.0,3428.0,3428.0,3428.0,3428.0,3428.0,3428.0,3428.0,3428.0,3428.0
2021,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0
2022,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0
2023,4507.0,4507.0,4507.0,4507.0,4507.0,4507.0,4507.0,4507.0,4507.0,4507.0,4507.0,4507.0
2024,3988.0,3988.0,3988.0,3988.0,3988.0,3988.0,3988.0,3988.0,3988.0,3988.0,3988.0,3988.0
